Sample_ID,Year,Country,Continent,NG_MAST,azm_mic,cip_mic,cfx_mic
16853_3#18,2013,Italy,Europe,2992,0.016,0.004,0.016
16853_3#19,2013,Italy,Europe,10676,0.094,0.004,0.016
16853_3#2,2013,Austria,Europe,multiple,0.38,NA,0.023
16853_3#21,2013,Italy,Europe,10564,0.016,0.012,0.016
16853_3#22,2013,Italy,Europe,2992,0.016,0.006,0.016
16853_3#23,2013,Italy,Europe,2992,0.016,0.006,0.016
16853_3#24,2013,Italy,Europe,2992,0.016,0.004,0.016
16853_3#25,2013,Italy,Europe,multiple,0.016,0.004,0.016
16853_3#3,2013,Austria,Europe,3785,NA,NA,0.016
16853_3#32,2013,Italy,Europe,2992,0.032,0.003,0.016
16853_3#33,2013,Italy,Europe,225,0.016,32,0.016
16853_3#35,2013,Italy,Europe,2400,0.016,32,0.023
16853_3#37,2013,Italy,Europe,5624,0.016,1,0.016
16853_3#38,2013,Italy,Europe,6360,0.125,32,0.023
16853_3#39,2013,Italy,Europe,10563,0.016,0.003,0.016
16853_3#4,2013,Austria,Europe,11575,NA,NA,0.016
16853_3#49,2013,Italy,Europe,multiple,0.016,32,0.064
16853_3#5,2013,Austria,Europe,11575,NA,NA,0.016
16853_3#50,2013,Italy,Europe,5624,0.016,1,0.016
16853_3#51,2013,Italy,Europe,8826,0.016,32,0.094
16853_3#52,2013,Italy,Europe,2992,0.016,0.002,0.016
16853_3#53,2013,Italy,Europe,2992,0.016,0.003,0.016
16853_3#54,2013,Italy,Europe,1034,0.016,0.008,0.016
16853_3#55,2013,Italy,Europe,6360,0.125,12,0.023
16853_3#56,2013,Italy,Europe,10677,0.125,0.008,0.016
16853_3#57,2013,Slovakia,Europe,5333,NA,24,0.016
16853_3#58,2013,Slovakia,Europe,359,NA,0.001,0.016
16853_3#59,2013,Slovakia,Europe,359,NA,NA,0.047
16853_3#6,2013,Austria,Europe,11583,0.5,NA,0.125
16853_3#60,2013,Slovakia,Europe,359,NA,NA,0.023
16853_3#61,2013,Slovakia,Europe,2992,NA,NA,0.016
16853_3#62,2013,Slovakia,Europe,11040,NA,NA,0.094
16853_3#64,2013,Slovakia,Europe,2992,NA,NA,0.016
16853_3#66,2013,Slovakia,Europe,359,NA,NA,0.032
16853_3#67,2013,Slovakia,Europe,1407,NA,NA,0.064
16853_3#68,2013,Slovakia,Europe,11041,0.5,NA,0.047
16853_3#69,2013,Slovakia,Europe,1407,0.5,NA,0.064
16853_3#70,2013,Slovakia,Europe,11042,NA,NA,0.032
16853_3#71,2013,Slovakia,Europe,11042,NA,NA,0.023
16853_3#72,2013,Slovakia,Europe,11043,0.5,NA,0.016
16853_3#81,2013,Slovakia,Europe,10800,NA,NA,0.023
16853_3#82,2013,Slovakia,Europe,807,NA,NA,0.016
16853_3#83,2013,Slovakia,Europe,2212,NA,NA,0.094
16853_3#84,2013,Slovakia,Europe,10557,NA,NA,0.19
16853_3#85,2013,Slovakia,Europe,11044,NA,NA,0.023
16853_3#86,2013,Slovakia,Europe,10800,NA,NA,0.016
16853_3#87,2013,Slovakia,Europe,10800,NA,NA,0.023
16853_4#1,2013,Norway,Europe,1407,NA,NA,0.047
16853_4#10,2013,Norway,Europe,359,NA,NA,0.032
16853_4#11,2013,Norway,Europe,4995,NA,NA,0.016
16853_4#12,2013,Norway,Europe,2400,NA,NA,0.032
16853_4#13,2013,Norway,Europe,10790,NA,NA,0.016
16853_4#14,2013,Norway,Europe,6360,NA,NA,0.047
16853_4#15,2013,Norway,Europe,2400,NA,NA,0.047
16853_4#16,2013,Norway,Europe,10791,NA,NA,0.016
16853_4#17,2013,Norway,Europe,8058,NA,NA,0.016
16853_4#18,2013,Norway,Europe,10992,NA,NA,0.016
16853_4#19,2013,Norway,Europe,7164,NA,NA,0.016
16853_4#2,2013,Norway,Europe,4275,1,NA,0.125
16853_4#20,2013,Norway,Europe,2400,NA,NA,0.023
16853_4#21,2013,Norway,Europe,568,NA,NA,0.016
16853_4#22,2013,Norway,Europe,298,NA,NA,0.016
16853_4#23,2013,Norway,Europe,10419,NA,NA,0.016
16853_4#24,2013,Norway,Europe,8426,NA,NA,0.016
16853_4#25,2013,Norway,Europe,5785,NA,NA,0.016
16853_4#26,2013,Norway,Europe,10792,NA,NA,0.016
16853_4#27,2013,Norway,Europe,10793,0.5,NA,0.016
16853_4#28,2013,Norway,Europe,4275,NA,NA,0.125
16853_4#29,2013,Norway,Europe,10794,NA,NA,0.016
16853_4#3,2013,Norway,Europe,2992,4,NA,0.016
16853_4#31,2013,Norway,Europe,1498,NA,NA,0.016
16853_4#32,2013,Norway,Europe,4275,NA,NA,0.064
16853_4#33,2013,Norway,Europe,7072,NA,NA,0.19
16853_4#34,2013,Norway,Europe,2992,NA,NA,0.016
16853_4#35,2013,Norway,Europe,225,0.38,NA,0.047
16853_4#36,2013,Norway,Europe,6360,NA,NA,0.032
16853_4#37,2013,Norway,Europe,11359,NA,NA,0.016
16853_4#38,2013,Norway,Europe,190,NA,NA,0.016
16853_4#39,2013,Norway,Europe,1407,NA,NA,0.047
16853_4#4,2013,Norway,Europe,4995,NA,NA,0.016
16853_4#40,2013,Norway,Europe,3109,NA,NA,0.016
16853_4#41,2013,Norway,Europe,10795,NA,NA,0.016
16853_4#42,2013,Norway,Europe,10796,NA,NA,0.016
16853_4#43,2013,Norway,Europe,1407,0.38,NA,0.094
16853_4#44,2013,Norway,Europe,8006,NA,NA,0.016
16853_4#45,2013,Norway,Europe,10804,NA,NA,0.023
16853_4#46,2013,Norway,Europe,4849,NA,NA,0.016
16853_4#47,2013,Norway,Europe,10806,NA,NA,0.016
16853_4#48,2013,Norway,Europe,10804,NA,NA,0.023
16853_4#49,2013,Norway,Europe,10805,NA,NA,0.016
16853_4#5,2013,Norway,Europe,1407,0.75,NA,0.064
16853_4#50,2013,Norway,Europe,1285,NA,NA,0.032
16853_4#51,2013,Norway,Europe,661,NA,NA,0.016
16853_4#52,2013,Norway,Europe,11098,NA,NA,0.032
16853_4#53,2013,Norway,Europe,225,NA,NA,0.023
16853_4#54,2013,Norway,Europe,4822,NA,NA,0.094
16853_4#55,2013,Norway,Europe,4706,0.75,NA,0.125
16853_4#6,2013,Norway,Europe,1407,0.75,NA,0.094
16853_4#7,2013,Norway,Europe,4275,1,NA,0.125
16853_4#8,2013,Norway,Europe,10830,NA,NA,0.016
16853_4#9,2013,Norway,Europe,10789,NA,NA,0.032
16933_2#1,2013,Slovenia,Europe,10801,NA,NA,0.016
16933_2#10,2013,Slovenia,Europe,10799,NA,NA,0.016
16933_2#11,2013,Slovenia,Europe,10800,NA,NA,0.016
16933_2#12,2013,Slovenia,Europe,10993,NA,NA,0.016
16933_2#13,2013,Hungary,Europe,3378,NA,NA,0.125
16933_2#14,2013,Hungary,Europe,3378,0.5,NA,0.19
16933_2#17,2013,Hungary,Europe,225,NA,NA,0.016
16933_2#18,2013,Hungary,Europe,11053,NA,NA,0.047
16933_2#19,2013,Hungary,Europe,2212,NA,NA,0.047
16933_2#2,2013,Slovenia,Europe,10801,NA,NA,0.016
16933_2#20,2013,Hungary,Europe,1407,NA,NA,0.064
16933_2#21,2013,Hungary,Europe,-,NA,NA,0.016
16933_2#22,2013,Hungary,Europe,multiple,NA,NA,0.032
16933_2#25,2013,Hungary,Europe,11052,0.094,0.003,0.016
16933_2#26,2013,Hungary,Europe,11050,NA,NA,0.064
16933_2#28,2013,Hungary,Europe,8115,NA,NA,0.023
16933_2#29,2013,Hungary,Europe,5333,NA,NA,0.016
16933_2#3,2013,Slovenia,Europe,10800,NA,NA,0.016
16933_2#30,2013,Hungary,Europe,387,NA,NA,0.016
16933_2#31,2013,Hungary,Europe,11077,NA,NA,0.016
16933_2#33,2013,Hungary,Europe,11049,NA,NA,0.094
16933_2#34,2013,Hungary,Europe,11046,NA,NA,0.032
16933_2#35,2013,Hungary,Europe,11046,NA,NA,0.047
16933_2#36,2013,Hungary,Europe,11047,NA,NA,0.023
16933_2#37,2013,Hungary,Europe,11048,NA,NA,0.094
16933_2#38,2013,Hungary,Europe,995,NA,NA,0.016
16933_2#39,2013,Hungary,Europe,1407,NA,NA,0.125
16933_2#4,2013,Slovenia,Europe,8695,NA,NA,0.064
16933_2#41,2013,Hungary,Europe,995,NA,NA,0.016
16933_2#42,2013,Hungary,Europe,2212,NA,NA,0.094
16933_2#43,2013,Hungary,Europe,387,NA,NA,0.016
16933_2#44,2013,Hungary,Europe,1407,NA,NA,0.064
16933_2#45,2013,Hungary,Europe,1407,NA,NA,0.047
16933_2#46,2013,Hungary,Europe,1407,0.5,NA,0.125
16933_2#47,2013,Hungary,Europe,11047,NA,NA,0.023
16933_2#48,2013,Hungary,Europe,995,NA,NA,0.016
16933_2#49,2013,Hungary,Europe,1407,NA,NA,0.125
16933_2#5,2013,Slovenia,Europe,10800,NA,NA,0.023
16933_2#50,2013,Hungary,Europe,1407,NA,NA,0.064
16933_2#51,2013,Hungary,Europe,11046,NA,NA,0.047
16933_2#52,2013,Hungary,Europe,1407,NA,NA,0.19
16933_2#53,2013,Hungary,Europe,995,NA,NA,0.016
16933_2#54,2013,Hungary,Europe,5333,NA,NA,0.023
16933_2#55,2013,Slovakia,Europe,4275,NA,NA,0.064
16933_2#56,2013,Slovakia,Europe,11042,NA,0.003,0.023
16933_2#58,2013,Slovakia,Europe,1407,0.25,NA,0.094
16933_2#59,2013,Slovakia,Europe,2992,NA,NA,0.016
16933_2#6,2013,Slovakia,Europe,1407,NA,NA,0.064
16933_2#60,2013,Slovakia,Europe,10800,NA,0.003,0.016
16933_2#61,2013,Hungary,Europe,11045,NA,NA,0.016
16933_2#62,2013,Hungary,Europe,13113,NA,NA,0.016
16933_2#65,2013,Slovakia,Europe,11042,NA,NA,0.016
16933_2#66,2013,Slovakia,Europe,2992,NA,NA,0.016
16933_2#67,2013,Slovakia,Europe,10800,NA,NA,0.016
16933_2#69,2013,Slovakia,Europe,807,NA,NA,0.016
16933_2#7,2013,Hungary,Europe,4995,NA,NA,0.016
16933_2#70,2013,Slovakia,Europe,11042,NA,NA,0.016
16933_2#71,2013,Slovenia,Europe,8908,NA,NA,0.016
16933_2#72,2013,Slovenia,Europe,multiple,NA,NA,0.016
16933_2#73,2013,Slovenia,Europe,10799,NA,NA,0.016
16933_2#74,2013,Slovenia,Europe,356,NA,NA,0.016
16933_2#75,2013,Slovenia,Europe,356,NA,NA,0.016
16933_2#76,2013,Slovenia,Europe,10799,NA,NA,0.016
16933_2#77,2013,Slovenia,Europe,10800,NA,NA,0.016
16933_2#78,2013,Slovenia,Europe,2997,NA,NA,0.016
16933_2#79,2013,Slovenia,Europe,21,NA,NA,0.016
16933_2#80,2013,Slovenia,Europe,2997,NA,NA,0.016
16933_2#81,2013,Slovenia,Europe,2992,NA,NA,0.016
16933_2#82,2013,Slovenia,Europe,225,NA,NA,0.016
16933_2#83,2013,Slovenia,Europe,10798,NA,NA,0.016
16933_2#84,2013,Slovenia,Europe,2997,NA,NA,0.016
16933_2#85,2013,The Netherlands,Europe,21,0.016,0.003,0.016
16933_2#86,2013,The Netherlands,Europe,2992,0.25,0.003,0.016
16933_2#87,2013,The Netherlands,Europe,2992,0.016,0.002,0.016
16933_2#88,2013,The Netherlands,Europe,2400,0.125,32,0.023
16933_2#89,2013,The Netherlands,Europe,21,0.38,0.012,0.016
16933_2#9,2013,Slovenia,Europe,10799,NA,NA,0.016
16933_2#90,2013,The Netherlands,Europe,51,0.023,0.003,0.016
16933_2#91,2013,The Netherlands,Europe,2400,0.064,4,0.023
16933_2#92,2013,The Netherlands,Europe,4995,0.19,3,0.016
16933_2#93,2013,The Netherlands,Europe,5624,0.125,1.5,0.016
16933_3#1,2013,Belgium,Europe,9276,0.125,1,0.015
16933_3#10,2013,Belgium,Europe,1407,0.5,16,0.25
16933_3#11,2013,Belgium,Europe,2992,0.5,0.004,0.03
16933_3#12,2013,Belgium,Europe,1995,0.125,0.004,0.008
16933_3#13,2013,Belgium,Europe,226,0.125,0.004,0.008
16933_3#14,2013,Belgium,Europe,5624,0.5,8,0.008
16933_3#15,2013,Belgium,Europe,5624,0.25,2,0.008
16933_3#16,2013,Belgium,Europe,387,0.06,0.004,0.004
16933_3#17,2013,Belgium,Europe,387,0.06,0.004,0.002
16933_3#18,2013,Belgium,Europe,4248,0.125,0.004,0.008
16933_3#19,2013,Belgium,Europe,11010,0.06,4,0.015
16933_3#2,2013,Belgium,Europe,11009,0.06,1,0.008
16933_3#20,2013,Belgium,Europe,1407,0.25,8,0.125
16933_3#21,2013,Belgium,Europe,2992,0.5,0.004,0.015
16933_3#22,2013,Belgium,Europe,4397,0.5,0.004,0.008
16933_3#23,2013,Belgium,Europe,1407,0.25,8,0.125
16933_3#24,2013,Belgium,Europe,387,0.125,0.004,0.002
16933_3#25,2013,Belgium,Europe,387,0.125,0.004,0.002
16933_3#26,2013,Belgium,Europe,2400,0.25,8,0.03
16933_3#27,2013,Belgium,Europe,2400,0.25,16,0.03
16933_3#28,2013,Belgium,Europe,5624,0.25,2,0.008
16933_3#29,2013,Belgium,Europe,11011,0.25,0.004,0.004
16933_3#3,2013,Belgium,Europe,9409,0.25,16,0.25
16933_3#30,2013,Belgium,Europe,11012,0.125,8,0.015
16933_3#31,2013,Belgium,Europe,1407,0.25,16,0.125
16933_3#32,2013,Belgium,Europe,1407,0.25,16,0.06
16933_3#33,2013,Belgium,Europe,11013,0.5,0.004,0.008
16933_3#34,2013,Belgium,Europe,2992,0.5,0.004,0.03
16933_3#35,2013,Belgium,Europe,2400,0.25,8,0.03
16933_3#36,2013,Belgium,Europe,1995,0.125,0.004,0.008
16933_3#37,2013,Belgium,Europe,2992,0.5,0.004,0.015
16933_3#38,2013,Belgium,Europe,387,0.125,0.002,0.06
16933_3#39,2013,Belgium,Europe,2992,0.5,0.004,0.008
16933_3#4,2013,Belgium,Europe,2992,0.5,0.004,0.03
16933_3#40,2013,Belgium,Europe,26,0.5,0.004,0.008
16933_3#41,2013,Belgium,Europe,1285,0.25,2,0.015
16933_3#42,2013,Belgium,Europe,1407,0.5,16,0.125
16933_3#43,2013,Belgium,Europe,4995,0.5,4,0.008
16933_3#44,2013,Greece,Europe,4730,0.38,32,0.047
16933_3#45,2013,Greece,Europe,11054,0.25,32,0.19
16933_3#46,2013,Greece,Europe,3128,0.75,32,0.25
16933_3#47,2013,Greece,Europe,11055,0.38,32,0.016
16933_3#48,2013,Greece,Europe,11055,0.75,32,0.032
16933_3#49,2013,Greece,Europe,225,0.25,32,0.023
16933_3#5,2013,Belgium,Europe,2992,0.25,0.004,0.008
16933_3#50,2013,Greece,Europe,4269,0.5,32,0.047
16933_3#51,2013,Greece,Europe,11056,0.5,32,0.25
16933_3#52,2013,Greece,Europe,4730,0.38,32,0.094
16933_3#53,2013,Greece,Europe,3128,0.5,32,0.125
16933_3#54,2013,Greece,Europe,972,0.064,32,0.023
16933_3#55,2013,Greece,Europe,2400,0.25,32,0.064
16933_3#56,2013,Greece,Europe,8465,0.38,0.006,0.016
16933_3#57,2013,Greece,Europe,4730,0.5,32,0.064
16933_3#58,2013,Greece,Europe,11055,0.38,32,0.064
16933_3#59,2013,Greece,Europe,3128,1,32,0.19
16933_3#6,2013,Belgium,Europe,1407,0.5,16,0.125
16933_3#60,2013,Greece,Europe,3128,0.75,32,0.38
16933_3#61,2013,Greece,Europe,3128,0.5,32,0.19
16933_3#62,2013,Greece,Europe,3128,0.032,4,0.064
16933_3#63,2013,Greece,Europe,3128,0.5,32,0.25
16933_3#64,2013,Greece,Europe,8465,0.19,0.006,0.016
16933_3#65,2013,Greece,Europe,3128,0.75,32,0.19
16933_3#66,2013,Greece,Europe,225,0.5,32,0.047
16933_3#67,2013,Greece,Europe,11055,0.75,32,0.047
16933_3#68,2013,Greece,Europe,11056,0.5,32,0.125
16933_3#69,2013,Greece,Europe,4730,0.38,32,0.094
16933_3#7,2013,Belgium,Europe,2992,0.5,0.004,0.008
16933_3#70,2013,Greece,Europe,3128,0.75,32,0.25
16933_3#71,2013,Greece,Europe,11057,0.125,12,0.023
16933_3#72,2013,Greece,Europe,225,0.38,32,0.032
16933_3#73,2013,Greece,Europe,11058,0.064,0.006,0.016
16933_3#74,2013,Greece,Europe,8329,0.75,0.006,0.032
16933_3#75,2013,Greece,Europe,2992,0.5,0.006,0.016
16933_3#76,2013,Greece,Europe,8465,0.25,0.006,0.016
16933_3#77,2013,Sweden,Europe,4644,0.125,6,0.016
16933_3#78,2013,Sweden,Europe,4644,0.125,6,0.016
16933_3#79,2013,Denmark,Europe,1993,0.25,0.003,0.016
16933_3#8,2013,Belgium,Europe,4995,0.5,8,0.008
16933_3#80,2013,Denmark,Europe,346,0.032,3,0.016
16933_3#81,2013,Denmark,Europe,7164,0.25,0.003,0.016
16933_3#82,2013,Denmark,Europe,11030,12,32,0.19
16933_3#83,2013,Denmark,Europe,1407,0.38,32,0.38
16933_3#84,2013,Denmark,Europe,11027,8,32,0.25
16933_3#85,2013,Denmark,Europe,2,0.125,0.004,0.047
16933_3#86,2013,Slovakia,Europe,6982,NA,NA,0.016
16933_3#87,2013,Slovenia,Europe,21,NA,NA,0.016
16933_3#88,2013,Austria,Europe,387,NA,NA,0.016
16933_3#89,2013,Hungary,Europe,387,NA,NA,0.016
16933_3#9,2013,Belgium,Europe,4248,0.125,0.004,0.008
16933_3#90,2013,Denmark,Europe,11029,0.032,0.002,0.016
16933_3#91,2013,Greece,Europe,11060,0.25,0.008,0.016
16933_3#92,2013,Denmark,Europe,11033,0.38,0.003,0.047
17059_3#69,2013,Austria,Europe,273,NA,NA,0.023
17059_3#70,2013,Italy,Europe,8826,0.064,32,0.047
17059_3#72,2013,Slovenia,Europe,21,NA,NA,0.016
17059_3#73,2013,Slovenia,Europe,10798,NA,NA,0.016
17059_3#74,2013,Slovenia,Europe,5445,NA,NA,0.016
17059_3#75,2013,Slovenia,Europe,1034,NA,NA,0.016
17059_3#76,2013,Slovenia,Europe,21,NA,NA,0.016
17059_3#77,2013,Slovenia,Europe,8987,NA,NA,0.094
17059_3#78,2013,Slovenia,Europe,4995,NA,NA,0.016
17059_3#79,2013,Slovenia,Europe,21,NA,NA,0.016
17059_3#80,2013,Slovenia,Europe,4995,NA,NA,0.016
17059_3#81,2013,Slovenia,Europe,21,NA,NA,0.016
17059_3#82,2013,Slovenia,Europe,3302,NA,NA,0.016
17059_3#83,2013,Slovenia,Europe,8370,NA,NA,0.016
17059_3#84,2013,Slovenia,Europe,10800,NA,NA,0.016
17059_3#85,2013,Slovenia,Europe,10801,NA,NA,0.016
17059_3#86,2013,Slovenia,Europe,1407,NA,NA,0.047
17059_3#87,2013,Slovenia,Europe,10834,NA,NA,0.047
17059_3#88,2013,Slovenia,Europe,10801,NA,NA,0.016
17059_3#89,2013,Slovenia,Europe,10801,NA,NA,0.016
17059_3#90,2013,Slovenia,Europe,1407,NA,NA,0.032
17059_3#91,2013,Slovenia,Europe,10835,NA,NA,0.016
17059_3#92,2013,Slovenia,Europe,10792,NA,NA,0.016
17059_3#93,2013,Slovenia,Europe,10800,0.064,0.003,0.016
17138_1#1,2013,Denmark,Europe,2400,0.38,32,0.047
17138_1#10,2013,Denmark,Europe,9171,0.19,0.5,0.064
17138_1#11,2013,Denmark,Europe,1407,0.38,32,0.064
17138_1#12,2013,Denmark,Europe,225,0.032,6,0.016
17138_1#13,2013,Denmark,Europe,2992,0.25,0.003,0.016
17138_1#14,2013,Denmark,Europe,13299,0.047,3,0.002
17138_1#15,2013,Denmark,Europe,2992,0.38,0.004,0.016
17138_1#16,2013,Denmark,Europe,1993,0.25,0.003,0.016
17138_1#17,2013,Denmark,Europe,2992,0.5,0.004,0.016
17138_1#18,2013,Denmark,Europe,210,0.064,0.003,0.016
17138_1#19,2013,Denmark,Europe,10425,0.094,32,0.016
17138_1#2,2013,Denmark,Europe,multiple,0.064,0.003,0.047
17138_1#20,2013,Denmark,Europe,2400,0.5,32,0.032
17138_1#21,2013,Denmark,Europe,1993,0.25,0.004,0.016
17138_1#22,2013,Denmark,Europe,1407,0.5,32,0.064
17138_1#23,2013,Denmark,Europe,1407,0.5,32,0.094
17138_1#24,2013,Denmark,Europe,9171,0.023,0.75,0.016
17138_1#25,2013,Denmark,Europe,1993,0.25,0.004,0.016
17138_1#26,2013,Denmark,Europe,11030,8,32,0.032
17138_1#27,2013,Denmark,Europe,1993,0.38,0.003,0.016
17138_1#28,2013,Denmark,Europe,1407,0.38,16,0.094
17138_1#29,2013,Denmark,Europe,1993,0.25,0.003,0.016
17138_1#3,2013,Denmark,Europe,210,0.094,0.004,0.094
17138_1#30,2013,Denmark,Europe,3935,0.5,0.008,0.016
17138_1#31,2013,Denmark,Europe,645,0.125,0.006,0.016
17138_1#32,2013,Denmark,Europe,11013,0.38,0.004,0.016
17138_1#33,2013,Denmark,Europe,1993,0.38,0.004,0.016
17138_1#34,2013,Denmark,Europe,1407,0.5,32,0.064
17138_1#35,2013,Denmark,Europe,11032,0.064,2,0.016
17138_1#36,2013,Sweden,Europe,5533,0.75,32,0.125
17138_1#37,2013,Sweden,Europe,5445,0.25,0.012,0.032
17138_1#38,2013,Sweden,Europe,2569,0.047,8,0.047
17138_1#39,2013,Sweden,Europe,2569,0.047,12,0.023
17138_1#4,2013,Denmark,Europe,1407,0.5,32,0.5
17138_1#40,2013,Sweden,Europe,10001,0.19,4,0.016
17138_1#41,2013,Sweden,Europe,5445,0.5,0.016,0.016
17138_1#42,2013,Sweden,Europe,2400,0.25,32,0.047
17138_1#43,2013,Sweden,Europe,995,0.19,0.006,0.016
17138_1#44,2013,Sweden,Europe,10002,0.125,32,0.032
17138_1#45,2013,Sweden,Europe,5445,0.5,0.016,0.023
17138_1#46,2013,Sweden,Europe,10000,0.047,0.004,0.016
17138_1#47,2013,Sweden,Europe,358,0.094,0.006,0.016
17138_1#48,2013,Sweden,Europe,8953,0.75,32,0.125
17138_1#49,2013,Sweden,Europe,225,0.25,32,0.047
17138_1#5,2013,Denmark,Europe,1993,0.25,0.003,0.016
17138_1#50,2013,Sweden,Europe,-,0.5,6,0.016
17138_1#51,2013,Sweden,Europe,7445,0.5,0.006,0.016
17138_1#52,2013,Sweden,Europe,368,0.38,3,0.023
17138_1#53,2013,Sweden,Europe,6974,0.25,32,0.023
17138_1#54,2013,Sweden,Europe,5533,0.5,32,0.125
17138_1#55,2013,Sweden,Europe,9901,0.25,0.004,0.016
17138_1#56,2013,Sweden,Europe,4758,0.5,0.006,0.016
17138_1#57,2013,Sweden,Europe,2992,0.5,0.003,0.016
17138_1#58,2013,Sweden,Europe,3128,0.064,3,0.023
17138_1#59,2013,Sweden,Europe,10000,0.032,0.004,0.016
17138_1#6,2013,Denmark,Europe,11028,0.047,3,0.016
17138_1#60,2013,Sweden,Europe,8953,0.38,32,0.064
17138_1#61,2013,Sweden,Europe,5445,0.5,0.016,0.016
17138_1#62,2013,Sweden,Europe,10012,0.125,4,0.016
17138_1#63,2013,Greece,Europe,292,0.125,0.006,0.016
17138_1#64,2013,Greece,Europe,8329,2,0.016,0.125
17138_1#65,2013,Greece,Europe,4528,0.25,0.016,0.016
17138_1#66,2013,Greece,Europe,11055,0.75,32,0.032
17138_1#67,2013,Hungary,Europe,995,NA,NA,0.032
17138_1#68,2013,Hungary,Europe,8343,NA,NA,0.047
17138_1#69,2013,Sweden,Europe,10011,0.25,8,0.016
17138_1#7,2013,Denmark,Europe,4530,0.125,0.5,0.064
17138_1#70,2013,Sweden,Europe,3128,0.047,2,0.032
17138_1#71,2013,Sweden,Europe,3128,0.047,2,0.047
17138_1#72,2013,Sweden,Europe,1103,0.5,32,0.023
17138_1#73,2013,Sweden,Europe,1479,0.125,2,0.016
17138_1#74,2013,Sweden,Europe,6974,0.25,32,0.016
17138_1#75,2013,Slovenia,Europe,4977,NA,NA,0.094
17138_1#76,2013,Slovenia,Europe,21,NA,NA,0.016
17138_1#77,2013,Slovenia,Europe,10833,NA,NA,0.016
17138_1#78,2013,Slovenia,Europe,10798,NA,NA,0.016
17138_1#79,2013,Slovenia,Europe,10798,NA,NA,0.016
17138_1#8,2013,Denmark,Europe,1993,0.25,0.003,0.016
17138_1#80,2013,Slovenia,Europe,10832,NA,NA,0.016
17138_1#81,2013,Slovenia,Europe,10797,NA,0.008,0.016
17138_1#82,2013,Belgium,Europe,1407,0.25,8,0.125
17138_1#83,2013,Belgium,Europe,1407,0.5,8,0.06
17138_1#84,2013,Belgium,Europe,2400,0.5,8,0.06
17138_1#85,2013,Belgium,Europe,11007,0.5,8,0.015
17138_1#86,2013,Belgium,Europe,1691,0.5,4,0.008
17138_1#87,2013,Belgium,Europe,11006,0.125,0.004,0.008
17138_1#88,2013,Belgium,Europe,21,0.5,0.015,0.03
17138_1#89,2013,Belgium,Europe,11008,0.5,4,0.015
17138_1#9,2013,Denmark,Europe,1407,0.38,32,0.5
17138_1#90,2013,Belgium,Europe,5624,0.5,4,0.008
17138_1#91,2013,Belgium,Europe,387,0.125,0.004,0.008
17138_1#92,2013,Belgium,Europe,387,0.125,0.004,0.004
17150_2#1,2013,The Netherlands,Europe,5094,0.19,32,0.016
17150_2#10,2013,The Netherlands,Europe,2992,0.25,0.003,0.016
17150_2#11,2013,The Netherlands,Europe,1034,0.25,0.012,0.016
17150_2#12,2013,The Netherlands,Europe,11061,0.38,0.006,0.016
17150_2#13,2013,The Netherlands,Europe,11062,0.094,0.003,0.016
17150_2#14,2013,The Netherlands,Europe,8919,0.094,0.004,0.016
17150_2#15,2013,The Netherlands,Europe,2992,0.38,0.003,0.016
17150_2#16,2013,The Netherlands,Europe,2992,0.19,0.012,0.016
17150_2#17,2013,The Netherlands,Europe,11063,0.19,0.003,0.016
17150_2#18,2013,The Netherlands,Europe,4248,0.125,0.003,0.016
17150_2#19,2013,The Netherlands,Europe,2992,0.38,0.004,0.016
17150_2#2,2013,The Netherlands,Europe,2400,0.19,32,0.023
17150_2#20,2013,The Netherlands,Europe,2400,0.25,12,0.032
17150_2#21,2013,The Netherlands,Europe,1034,0.125,0.008,0.016
17150_2#22,2013,The Netherlands,Europe,5624,0.19,3,0.016
17150_2#23,2013,The Netherlands,Europe,4995,0.19,4,0.016
17150_2#24,2013,The Netherlands,Europe,5624,0.25,3,0.016
17150_2#25,2013,The Netherlands,Europe,2,0.094,0.004,0.016
17150_2#26,2013,The Netherlands,Europe,11064,0.25,0.008,0.016
17150_2#27,2013,The Netherlands,Europe,5793,0.19,0.002,0.016
17150_2#28,2013,The Netherlands,Europe,6232,0.064,0.003,0.016
17150_2#29,2013,The Netherlands,Europe,8154,0.19,0.002,0.016
17150_2#3,2013,The Netherlands,Europe,2992,0.38,0.002,0.016
17150_2#30,2013,The Netherlands,Europe,5519,0.19,0.003,0.016
17150_2#31,2013,The Netherlands,Europe,8919,0.125,0.004,0.016
17150_2#32,2013,The Netherlands,Europe,11065,0.016,0.003,0.016
17150_2#33,2013,The Netherlands,Europe,11066,1,0.023,0.016
17150_2#34,2013,The Netherlands,Europe,5441,0.094,0.002,0.016
17150_2#36,2013,The Netherlands,Europe,11068,0.25,8,0.032
17150_2#37,2013,The Netherlands,Europe,374,0.25,0.004,0.016
17150_2#38,2013,The Netherlands,Europe,3003,0.094,0.003,0.016
17150_2#39,2013,The Netherlands,Europe,6827,0.25,24,0.094
17150_2#4,2013,The Netherlands,Europe,13298,0.125,16,0.023
17150_2#40,2013,The Netherlands,Europe,3806,0.25,32,0.047
17150_2#41,2013,The Netherlands,Europe,11070,0.094,0.003,0.016
17150_2#42,2013,The Netherlands,Europe,5793,0.125,0.003,0.016
17150_2#43,2013,The Netherlands,Europe,11070,0.047,0.002,0.016
17150_2#44,2013,The Netherlands,Europe,8433,0.125,0.012,0.016
